ObjectID	ObjectType	OnPremisesSecurityIdentifier	UserPrincipalName	GivenName	Surname	DisplayName	UserType	UserState	MailEnabled	onPremisesDistinguishedName	PublisherName
1d4898e0-65d7-4c99-a584-486f63b46b68	ServicePrincipal					BlueJ					Microsoft Accounts
06942bba-9987-4603-9150-5c9cbb263371	ServicePrincipal					My ASP.NET App					Microsoft Accounts
4c8e0e29-e657-4934-91cc-63960931842e	ServicePrincipal					hello					Microsoft Accounts
001900c7-6cd5-4c17-a3c2-d182774d3f3a	ServicePrincipal					Appraisd					Microsoft Accounts
80746b7c-6141-4b0d-8f88-e691fb7b8151	ServicePrincipal					Connect GigJam to Outlook.com					Microsoft Accounts
4a60e15b-dfdd-4d87-8f6f-f9374282f8a3	ServicePrincipal					Notifier for Outlook					Microsoft Accounts
45adf555-7e18-4e9c-820e-d9eff8a699e5	ServicePrincipal					Tutorial Sample App					Microsoft Accounts
98d26695-4999-4f6e-9848-fea690385406	ServicePrincipal					x.ai					Microsoft Accounts
5e79f1ad-74dd-46d4-badc-ac8065906529	ServicePrincipal					Amazon Alexa					Amazon
605f56da-fadb-4c39-93e6-996388e3b067	ServicePrincipal					AutoCAD Mobile 					Microsoft Accounts
